anchor_num,filename,correct_answer,option1,option2,option3,chart_column,trend_year,ranking_year,option_type,modality_order_type,library,chart_type
291,0hYHJ9uCpUCa.png,none,ALLSTATE CORP is the organization that exhibited a steadily upward trend in oibdp values between 2021 and 2023.,COSTCO WHOLESALE CORP. is the firm for which the sum of the 2020 txt value and the 2019 txt value amounts to 2625.0.,"Engaging in intricate fixed-price development agreements, COSTCO WHOLESALE CORP includes contracts such as the KC-46A Tanker, Commercial Crew, and VC-25B Presidential Aircraft.",oibdp,"(2021, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","chart, table, text",seaborn,line
554,lAE0CBW0enVF.png,"1, 3",ENERGY TRANSFER LP reported an increase in Segment Adjusted EBITDA for their Investment in Sunoco LP division compared to the prior year.,ENERGY TRANSFER LP is the organization with niadj values below -2351.5 in 2022.,WARNER BROS DISCOVERY INC. is the organization that had the smallest act value in 2021.,act,"(2019, 2023)",2021,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","text, table, chart",seaborn,scatter
626,MvHHO8JMz95B.png,none,The company where the difference between the 2020 pi value and the 2019 pi value amounts to 1855.0 is VERIZON COMMUNICATIONS INC.,"ANJ, a subdivision of VERIZON COMMUNICATIONS INC, maintains an A rating with a steady outlook, as validated by A.M. Best.",SALESFORCE INC. is the organization in 2022 with the highest aoloch value.,aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","table, text, chart",matplotlib,line
201,9jzvrD9VTVug.png,"1, 2",SALESFORCE INC. is the organization that demonstrated a continuously declining trend in aoloch values from 2019 to 2022.,"When calculating the diluted earnings per share, SALESFORCE INC incorporates all potential weighted average dilutive common stock.",BOEING CO. is the organization where oibdp values exceeded 23981 in the year 2020.,aoloch,"(2019, 2022)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","chart, text, table",matplotlib,line
567,0X16nWLQytHJ.png,"1, 3",ALLSTATE CORP is the organization with ao values exceeding 7074 in 2020.,The company with the highest oiadp value in 2023 is ALLSTATE CORP.,BOEING CO utilizes various analytical methods to periodically revise its long-term strategic asset allocations.,oiadp,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","table, chart, text",seaborn,bar
253,Mc3bqllHEc8e.png,"1, 2, 3",Directives and processes to maintain records and ensure transaction authorization are incorporated into COSTCO WHOLESALE CORP's system of internal control.,COSTCO WHOLESALE CORP. is the organization that has ib values exceeding 5667 in the year 2022.,COSTCO WHOLESALE CORP is the organization that experienced a continuous upward trend in oibdp values from 2019 to 2023.,oibdp,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","text, table, chart",matplotlib,scatter
128,pJ3R8xxkcryb.png,1,"In the year 2020, BUNGE GLOBAL SA is identified as the organization with ivncf values exceeding -201.","The largest acquisition made by BUNGE GLOBAL SA was Tableau Software, Inc., with a total consideration amounting to $14.8 billion.",BUNGE GLOBAL SA is the organization that has shown a persistent upward trend in act values from 2020 to 2023.,act,"(2020, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","table, text, chart",seaborn,line
574,npoB6hfLQdx3.png,"1, 3",ALLSTATE CORP is the entity that had the smallest oibdp value in 2022.,BOEING CO. is the organization with ppent values below 3538.5 in the year 2023.,A liability for postemployment benefits is recognized by BOEING CO when it is probable that payment will occur and the amount can be reasonably estimated.,oibdp,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","chart, table, text",seaborn,scatter
263,3jBWEBeqMlWe.png,"1, 2, 3",SALESFORCE INC. is the organization with nopi values below -35 in 2023.,SALESFORCE INC. is the organization that demonstrated a steadily declining trend in aoloch values from 2019 to 2023.,"The cash and cash equivalents, marketable securities, and foreign currency derivative instruments are assessed by SALESFORCE INC at fair value.",aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","table, chart, text",plotly,line
1,GVBzQHc8XfnI.png,none,ALLSTATE CORP utilizes an indirect method that involves agents selling its wireless and wireline products through physical retail stores as well as online platforms.,VERIZON COMMUNICATIONS INC. is the organization where oancf values were below 5558 in 2021.,VERIZON COMMUNICATIONS INC. is the organization that showed an uninterrupted decline in aoloch values from 2020 to 2023.,aoloch,"(2020, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","text, table, chart",matplotlib,bar
566,x20XDUAEvO1c.png,"1, 3",WARNER BROS DISCOVERY INC is the organization for which ceq values exceeded 36989 in 2022.,WARNER BROS DISCOVERY INC. is the organization that had the greatest act value in 2019.,"Goodwill is assigned by WARNER BROS DISCOVERY INC to its reporting units, which are identified as its operating segments or a level directly below those segments.",act,"(2019, 2023)",2019,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","table, chart, text",plotly,scatter
504,CNo51nmtZcxd.png,2,WARNER BROS DISCOVERY INC. is the organization with the maximum act value in 2020.,Approximately 25% of its non-U.S. pension plan assets were allocated by MONDELEZ INTERNATIONAL INC to equity securities.,ENTERPRISE PRODCT PARTNRS LP is the organization with nopi values exceeding 1103.9 in 2020.,act,"(2019, 2023)",2020,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","chart, text, table",seaborn,line
427,YjAkCVAf6w4B.png,"1, 2, 3",The proportional share of significant operating and non-operating components from its JDE Peet's and KDP equity method investments is incorporated by MONDELEZ INTERNATIONAL INC.,WARNER BROS DISCOVERY INC. is the organization that showed a continuously increasing trend in act values from 2019 to 2023.,WARNER BROS DISCOVERY INC is the organization where the 2020 txditc value plus the 2023 txditc value equals 10270.0.,act,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","text, chart, table",plotly,scatter
242,tsxo36LBlS5s.png,"2, 3",ENERGY TRANSFER LP is the organization with ceq values that exceed 37724.5 in 2023.,WARNER BROS DISCOVERY INC. is the organization that demonstrated a persistently upward trend in act values from 2019 to 2023.,"A marine transport operation is conducted by ENTERPRISE PRODCT PARTNRS LP, utilizing a fleet that comprises 64 tow boats and 157 tank barges.",act,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","table, chart, text",seaborn,scatter
438,j2ODu7cwf1wu.png,"1, 2, 3",COSTCO WHOLESALE CORP is the organization that exhibits a consistently rising trend in fopo values from 2019 to 2022.,Provisions for legal liabilities are set aside by SALESFORCE INC when there is a probability that a liability has been incurred and the potential loss amount can be reasonably estimated.,SALESFORCE INC. is the organization where the sum of the 2022 ceq value and the 2020 ceq value equals 99852.0.,fopo,"(2019, 2022)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","chart, text, table",matplotlib,line
741,xlevt3Hdrfxe.png,"1, 3",ALLSTATE CORP. is the organization with the highest oiadp value in 2019.,Short-term investments in debt securities with maturity periods from three months to five years are usually held by ALLSTATE CORP.,COSTCO WHOLESALE CORP is the organization where the ppent value in 2022 added to the ppent value in 2021 equals 56422.0.,oiadp,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","chart, text, table",seaborn,scatter
576,oVIUwIVa7QdK.png,"2, 3",The variance between the fair value and the carrying value of strategic investments is acknowledged by BOEING CO as either a gain or a loss at the time of acquisition.,BOEING CO is the organization with xsga values below 13985.5 in 2023.,SALESFORCE INC. possesses the highest aoloch value in 2019.,aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","text, table, chart",plotly,scatter
348,09yPl71mjWFM.png,3,ENTERPRISE PRODCT PARTNRS LP is the organization where the txt value for 2021 minus the txt value for 2022 equals 1899.0.,ENTERPRISE PRODCT PARTNRS LP is the organization that showed a consistent increase in act values from 2019 to 2022.,ENERGY TRANSFER LP must distribute all Available Cash within 50 days following the end of each fiscal quarter.,act,"(2019, 2022)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","table, chart, text",plotly,scatter
433,7RVBlXYYKH1m.png,"1, 2, 3",WARNER BROS DISCOVERY INC. is the organization where the difference between the lt value of 2019 and the lt value of 2020 is 65.0.,"The Travel Channel, operated by WARNER BROS DISCOVERY INC, attracts adventurous viewers who are in search of unique storytelling experiences.",WARNER BROS DISCOVERY INC is the organization that displayed an uninterrupted upward trend in act values from 2019 to 2023.,act,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","table, text, chart",plotly,scatter
612,bFfWHQmICaeY.png,"1, 2, 3",WARNER BROS DISCOVERY INC. is the corporation with the smallest oibdp value in 2021.,"To maintain its viewership, WARNER BROS DISCOVERY INC relies on securing advantageous distribution contracts with cable operators and other distributors.",WARNER BROS DISCOVERY INC. is the organization with lt values below 31034.4 in 2021.,oibdp,"(2019, 2023)",2021,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","chart, text, table",seaborn,pie
386,nvn1sdrOhLXy.png,"1, 3",ENTERPRISE PRODCT PARTNRS LP directs its sustaining capital expenditures toward improving existing assets without generating additional revenues.,WARNER BROS DISCOVERY INC is the organization that demonstrated a consistently upward trend in oibdp values from 2019 to 2022.,WARNER BROS DISCOVERY INC is the organization where the intan value for 2021 plus the intan value for 2022 totals 98649.0.,oibdp,"(2019, 2022)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","text, chart, table",matplotlib,bar
119,q6ZNPNV2HVPN.png,none,ENERGY TRANSFER LP is the organization that showed a steadily rising pattern in fopo values from 2019 to 2021.,SALESFORCE INC. is the organization with at values exceeding 100586 in 2021.,SALESFORCE INC is committed to disclosing any alterations or deviations in its code of ethics for certain executives.,fopo,"(2019, 2021)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","chart, table, text",matplotlib,bar
50,FNml34MY9saS.png,2,MONDELEZ INTERNATIONAL INC. is the organization with dlc values below 1046 in 2021.,"In 2020, ABBOTT LABORATORIES has the highest ib value among organizations.","ABBOTT LABORATORIES considers its proportional portion of significant operating and non-operating components from its equity method investees, which include JDE Peet's and KDP.",ib,"(2019, 2023)",2020,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","table, chart, text",matplotlib,bar
162,bAoUI5I8MowR.png,2,BOEING CO. is the firm that demonstrated a consistently upward trend in oibdp values from 2019 to 2021.,BOEING CO is the organization with intan values that exceed 7530 in 2022.,"The probability of recovering deferred tax assets in relation to future taxable income is evaluated by ALLSTATE CORP, and they might decrease the carrying values if they conclude that these assets will not be realized.",oibdp,"(2019, 2021)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","chart, table, text",seaborn,bar
704,S4b0R2xAjUyl.png,"1, 2","To establish development factors for claims affected by legal modifications in certain states, ALLSTATE CORP utilizes actuarial expertise.",COSTCO WHOLESALE CORP is the organization where the txt value in 2021 combined with the txt value in 2023 totals 3796.0.,"In the year 2020, BOEING CO. is the organization with the largest oibdp value.",oibdp,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","text, table, chart",matplotlib,bar
552,MfmqasJGAgtX.png,"1, 2","In 2022, the organization with the smallest oibdp value is ALLSTATE CORP.",SALESFORCE INC. is the organization with rect values below 10558.5 in 2021.,"In response to market, economic, and corporate environments, SALESFORCE INC takes a proactive approach to managing its capital and liquidity reserves.",oibdp,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","chart, table, text",plotly,line
368,pXwveLmCpTy3.png,"1, 2",BOEING CO. is the organization where subtracting the pi value in 2023 from the pi value in 2019 yields -254.0.,"A decline of $252 million was reported by BUNGE GLOBAL SA in its Oilseeds division, due to decreased profits and negative mark-to-market effects on forward contracts.",BUNGE GLOBAL SA is the company that showed a consistently declining pattern in aoloch values from 2020 to 2023.,aoloch,"(2020, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","table, text, chart",seaborn,scatter
58,Yo39676pUQgm.png,"2, 3","Due to breaches of anti-market manipulation regulations, MONDELEZ INTERNATIONAL INC might face significant sanctions, including civil penalties that could reach $1.3 million daily for each infringement.",MONDELEZ INTERNATIONAL INC. is the organization with the smallest act value in 2023.,WARNER BROS DISCOVERY INC is the organization with dpc values exceeding 14091.5 in 2023.,act,"(2019, 2023)",2023,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","text, chart, table",plotly,pie
652,Ow2WbIFtLTE0.png,1,ALLSTATE CORP is the organization where the sum of the ivncf values for 2019 and 2020 equals -6248.0.,SALESFORCE INC. is the organization that holds the greatest aoloch value in 2023.,A stockholder derivative lawsuit currently involves SALESFORCE INC as it is being brought in the U.S. District Court for the Northern District of Illinois.,aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","table, chart, text",matplotlib,line
658,zqgkkqn8Jmr8.png,1,SALESFORCE INC. is the organization with the smallest aoloch value in 2022.,SALESFORCE INC. is the organization where the sum of the 2023 oiadp value and the 2022 oiadp value amounts to 60136.0.,Revenue is acknowledged by ALLSTATE CORP when control of products and services is transferred to the customers.,aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","chart, table, text",matplotlib,scatter
657,kA5b9JB7ozEp.png,1,The firm with the greatest oibdp value in the year 2020 is ABBOTT LABORATORIES.,The $934 recorded by ENTERPRISE PRODCT PARTNRS LP as goodwill from the acquisition signifies the expected advantages of the deal.,ENTERPRISE PRODCT PARTNRS LP is the organization where the sum of the dpc value in 2021 plus the dpc value in 2023 totals 6781.0.,oibdp,"(2019, 2023)",2020,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","chart, text, table",plotly,pie
445,8u0fqoLxmWcI.png,none,The option to revert the Midland-to-ECHO 2 Pipeline back to NGL service remains with ENERGY TRANSFER LP if market conditions necessitate a higher capacity for NGL transportation.,SALESFORCE INC. is the organization with at values exceeding 102246 in the year 2022.,SALESFORCE INC. is the firm with the greatest oancf value in 2020.,oancf,"(2019, 2023)",2020,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","text, table, chart",matplotlib,line
362,cPqUlyLDJJLB.png,"1, 2",All foreign currency assets and liabilities are converted into U.S. dollars by SALESFORCE INC using the exchange rate at the date of the balance sheet.,"During the period from 2020 to 2023, SALESFORCE INC. is the company that demonstrated a steadily declining trend in aoloch values.",SALESFORCE INC. is the organization where the 2021 at value minus the 2019 at value amounts to 74869.0.,aoloch,"(2020, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","text, chart, table",matplotlib,bar
260,fbTymsgg12CD.png,"1, 2, 3",SALESFORCE INC. is the organization with lo values surpassing 1619.5 in 2021.,Resources are allocated by SALESFORCE INC to its professional services department to enhance client adoption and secure more significant subscription agreements.,SALESFORCE INC. is the organization that exhibited a consistently rising trend in oancf values from 2019 to 2023.,oancf,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","table, text, chart",seaborn,line
492,ffbb2VLT9Osi.png,2,"Non-GMO items, along with a variety of extruded products for the snack food sector within the United States, are offered by SALESFORCE INC.",SALESFORCE INC. is the organization with the highest aoloch value in 2019.,BUNGE GLOBAL SA is the organization whose ppent values exceeded 9025 in 2021.,aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","text, chart, table",plotly,bar
435,Xgy0UyzXlqSc.png,"1, 2, 3",BUNGE GLOBAL SA is the organization where the sum of the cogs value for 2019 and the cogs value for 2021 amounts to 95239.0.,Salesforce Inc. is the organization that exhibited a consistent increase in act values from 2020 to 2023.,Determining if products and services represent separate performance obligations requires considerable judgment from SALESFORCE INC.,act,"(2020, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","table, chart, text",plotly,line
3,o2VvXi2No5mp.png,1,A fair value totaling $170 million was allocated by SALESFORCE INC to the unvested options and restricted stock as part of acquiring Datorama.,ABBOTT LABORATORIES is the organization that shows a consistent upward trend in oancf values from 2019 to 2022.,ABBOTT LABORATORIES is the firm where adding the 2021 xsga value to the 2022 xsga value equals 38355.0.,oancf,"(2019, 2022)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","text, chart, table",matplotlib,line
614,IZyYaZngbsK5.png,"1, 2, 3","In 2021, ENTERPRISE PRODCT PARTNRS LP is the organization having the greatest act value.",ENTERPRISE PRODCT PARTNRS LP is the organization with ivaco values below 55 in 2023.,"A 79% increase in advertising revenue was experienced by WARNER BROS DISCOVERY INC, significantly influenced by recent deals.",act,"(2019, 2023)",2021,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","chart, table, text",plotly,line
621,jNFCQfBz0V3M.png,none,"ENERGY TRANSFER LP is involved in a joint venture called MTG, which consists of contributions from a subsidiary that is not a guarantor.",WARNER BROS DISCOVERY INC. is the organization possessing the greatest act value in 2020.,ENTERPRISE PRODCT PARTNRS LP is the organization where the difference between the lco value from 2022 and the lco value from 2019 equals 10733.0.,act,"(2019, 2023)",2020,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","text, chart, table",seaborn,pie
563,awIs2k7fP8eX.png,"1, 3",BOEING CO. is identified as the organization whose ap values surpass 9197.5 in 2019.,"Internally constructed models are employed by BOEING CO to appraise certain derivatives, which are categorized as Level 3 due to their substantial dependency on inputs that are not observable in the market.",ALLSTATE CORP is the organization that had the leading oiadp value in 2019.,oiadp,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","table, text, chart",seaborn,bar
540,kv7BrS1a1YfK.png,"1, 2",BOEING CO. is the organization with dltt values surpassing 14078.5 in the year 2019.,"According to the FY20 appropriations law, BOEING CO has secured financing for crucial military programs.",BOEING CO. is the organization with the highest aoloch value in 2019.,aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","table, text, chart",seaborn,line
622,JkI5M5QFIHHu.png,none,"When acting as a lessee, SALESFORCE INC combines both non-lease and lease components into a single component for most of its asset classes.",BUNGE GLOBAL SA has the highest aoloch value in 2020.,SALESFORCE INC. is the organization for which the sum of the 2021 intan value and the 2023 intan value amounts to 377466.0.,aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","text, chart, table",plotly,bar
159,FFZC6WX49L12.png,2,ENTERPRISE PRODCT PARTNRS LP is the organization that showed a consistently upward trend in oibdp values from 2019 to 2023.,"In Chambers County, Texas, a new NGL fractionation plant with an overall capacity of 300 MBPD is planned to be built by ENTERPRISE PRODCT PARTNRS LP.",COSTCO WHOLESALE CORP is the organization whose lt values exceeded 36245.85 in 2019.,oibdp,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","chart, text, table",plotly,bar
575,YP2lBVXRQv3O.png,"2, 3",The demand for additional capacity is anticipated by SALESFORCE INC to be impacted by the financial performance of airlines.,SALESFORCE INC. is the organization with dpact values below 2382.5 in 2020.,ALLSTATE CORP is the organization with the highest oibdp value in 2020.,oibdp,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","text, table, chart",matplotlib,scatter
723,9IPrHqqf7RX1.png,"1, 2",SALESFORCE INC. is the organization that had the highest aoloch value in the year 2019.,VERIZON COMMUNICATIONS INC. is the organization where the difference between the 2023 fopo value and the 2022 fopo value equals 7820.0.,A dominant presence in the identity protection market is being established by SALESFORCE INC.,aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","chart, table, text",plotly,bar
522,PHYIyBDrR03C.png,3,SALESFORCE INC. is the organization having ppent values below 3906.5 in 2022.,ALLSTATE CORP is the organization that has the minimum aoloch value in 2023.,The operational effects that ALLSTATE CORP has faced have been notably impacted by the Coronavirus pandemic.,aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","table, chart, text",plotly,scatter
271,QO2V68Gf4gnc.png,"1, 2, 3",MONDELEZ INTERNATIONAL INC. is the organization that showed a steady upward trend in sale values from 2019 to 2022.,WORLD KINECT CORP. is the organization with oiadp values below 2305.85 in 2020.,Adhering to emissions reporting obligations set by the U.S. Environmental Protection Agency (EPA) is required for WORLD KINECT CORP.,sale,"(2019, 2022)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","chart, table, text",seaborn,line
737,bz5Euw1l5Rog.png,"1, 3",SALESFORCE INC. is the organization where the difference between the oiadp value for 2022 and the oiadp value for 2021 amounts to 1256.0.,BOEING CO. distinguishes itself in 2020 as the company with the highest aoloch value.,"Income tax provisions are determined by BOEING CO in line with existing tax legislation and the reported earnings before taxes. Due to timing discrepancies in recognizing income and expenses, these amounts may not align with the receivable or payable amounts.",aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","table, chart, text",plotly,line
762,B2t0QygqsBYm.png,"2, 3",WARNER BROS DISCOVERY INC. is the organization that had the highest act value in 2020.,"In its agreements concerning interest rate swaps, ENTERPRISE PRODCT PARTNRS LP makes references to LIBOR.",ENTERPRISE PRODCT PARTNRS LP is the organization where the dpact value for 2023 combined with the dpact value for 2020 equals 36046.7.,act,"(2019, 2023)",2020,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","chart, text, table",plotly,pie
610,CQDU3Bw9ZI07.png,"1, 2, 3",SALESFORCE INC. is the organization with the highest aoloch value in 2019.,Considerable uncertainty in reserve estimates is encountered by ALLSTATE CORP primarily because of claims that remain unresolved for both the current and prior accident years.,VERIZON COMMUNICATIONS INC. is the organization whose ib values exceed 7875 in 2023.,aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","chart, text, table",matplotlib,scatter
359,k5MsWCdrpIjB.png,"1, 2","According to U.S. federal cost accounting standards, BOEING CO allocates expenses to its business segments.",SALESFORCE INC. is the organization where the difference between the 2023 ap value and the 2019 ap value equals 2363.0.,BOEING CO is the organization that showed a consistently rising trend in oibdp values from 2020 to 2023.,oibdp,"(2020, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","text, table, chart",seaborn,line
452,yE3WSfZ3XwNH.png,none,ABBOTT LABORATORIES is the organization with oancf values below 5284.5 in 2023.,"An Agribusiness division is operated by ABBOTT LABORATORIES, and it functions globally to acquire, store, transport, process, and sell agricultural commodities and products.",The smallest act value for the year 2021 belongs to ABBOTT LABORATORIES.,act,"(2019, 2023)",2021,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","table, text, chart",seaborn,line
265,kO7OvAy2b7xo.png,"1, 2, 3",SALESFORCE INC. is the organization with aoloch values consistently declining from 2019 through 2023.,The updated accounting for DAC is planned by ALLSTATE CORP to be implemented on a forward-looking basis using a new model.,VERIZON COMMUNICATIONS INC. is the organization with ib values exceeding 11688.5 in 2020.,aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","chart, text, table",seaborn,line
417,UR0h4vR3MlYo.png,"2, 3",ALLSTATE CORP is the company that showed an ongoing upward trend in oibdp values from 2019 to 2022.,Alterations in tort reform and legislation might affect ALLSTATE CORP's reserves.,BOEING CO is the organization in which the sum of the at value for 2022 and the at value for 2023 equals 274112.0.,oibdp,"(2019, 2022)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","chart, text, table",matplotlib,line
513,jlHeqfv7mnPg.png,3,"In the event of credit occurrences, BUNGE GLOBAL SA employs both cash and physical settlements.",BUNGE GLOBAL SA is the organization with the minimum oiadp value in 2022.,BUNGE GLOBAL SA is the organization with lo values below 6884.5 in 2021.,oiadp,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","text, chart, table",seaborn,scatter
460,GheSdNhnJ3Rj.png,none,US FOODS HOLDING CORP. is the organization with the largest sale value in 2023.,"Diagnostic instruments are provided by US FOODS HOLDING CORP to clients through various contractual agreements, potentially involving either operating or sales-type leases.",MONDELEZ INTERNATIONAL INC. is the organization in the year 2023 with ao values exceeding 4313.,sale,"(2019, 2023)",2023,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","chart, text, table",seaborn,bar
746,uDOSem28zuWW.png,"1, 3",SALESFORCE INC. is the organization with the minimal sale value in 2019.,ABBOTT LABORATORIES is the organization for which the sum of the 2022 ivncf value and the 2021 ivncf value amounts to -517.0.,"According to an assessment by its Chief Executive Officer, US FOODS HOLDING CORP operates as a single business segment.",sale,"(2019, 2023)",2019,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","chart, table, text",seaborn,pie
753,pzuRCnTD2xAa.png,"2, 3","MONDELEZ INTERNATIONAL INC has registered senior notes totaling $13.8 billion, which are guaranteed by the company itself, in addition to Scripps Networks and WarnerMedia Holdings, Inc.",WARNER BROS DISCOVERY INC. is the enterprise with the smallest act value in 2021.,ENTERPRISE PRODCT PARTNRS LP is the organization where the 2022 dltr value added to the 2020 dltr value equals 101801.6.,act,"(2019, 2023)",2021,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","text, chart, table",seaborn,scatter
442,RQoWKJTIj0FM.png,"1, 2, 3",MONDELEZ INTERNATIONAL INC. is the corporation that showed a consistently upward trend in ap values from 2020 to 2023.,SALESFORCE INC. is the firm where the seq value for 2020 minus the seq value for 2019 totals 7608.0.,"Investment funds are allocated by SALESFORCE INC in companies that span from early-stage to mature, operating both in the domestic and international markets.",ap,"(2020, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","chart, table, text",matplotlib,scatter
413,kH2mXe2swdjI.png,"2, 3",ENTERPRISE PRODCT PARTNRS LP is the business where subtracting the recch value for the year 2021 from the recch value for the year 2023 results in a total of 1701.8.,MONDELEZ INTERNATIONAL INC. is the enterprise that consistently showed a rising trend in sale values from 2019 through 2021.,"Total current liabilities amounting to $16,731 million are held by MONDELEZ INTERNATIONAL INC.",sale,"(2019, 2021)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","table, chart, text",matplotlib,line
